기준_년분기_코드	상권_구분_코드	상권_구분_코드_명	상권_코드	상권_코드_명	서비스_업종_코드	서비스_업종_코드_명	당월_매출_금액	당월_매출_건수	주중_매출_금액	주말_매출_금액	월요일_매출_금액	화요일_매출_금액	수요일_매출_금액	목요일_매출_금액	금요일_매출_금액	토요일_매출_금액	일요일_매출_금액	시간대_00~06_매출_금액	시간대_06~11_매출_금액	시간대_11~14_매출_금액	시간대_14~17_매출_금액	시간대_17~21_매출_금액	시간대_21~24_매출_금액	남성_매출_금액	여성_매출_금액	연령대_10_매출_금액	연령대_20_매출_금액	연령대_30_매출_금액	연령대_40_매출_금액	연령대_50_매출_금액	연령대_60_이상_매출_금액	주중_매출_건수	주말_매출_건수	월요일_매출_건수	화요일_매출_건수	수요일_매출_건수	목요일_매출_건수	금요일_매출_건수	토요일_매출_건수	일요일_매출_건수	시간대_건수~06_매출_건수	시간대_건수~11_매출_건수	시간대_건수~14_매출_건수	시간대_건수~17_매출_건수	시간대_건수~21_매출_건수	시간대_건수~24_매출_건수	남성_매출_건수	여성_매출_건수	연령대_10_매출_건수	연령대_20_매출_건수	연령대_30_매출_건수	연령대_40_매출_건수	연령대_50_매출_건수	연령대_60_이상_매출_건수	아이디	상권명	시도명	시군구명	읍면동명	면적	업체수	위도	경도	데이터기준일자	이미지명	Conversion	RelSales	최소유동	최대유동	TimeRatio	ColdSpot
20241	A	골목상권	3110205	경희대삼거리	CS200028	미용실	247588700	3150	163641506	83947194	24356224	29613846	27135300	25632477	56903659	54641987	29305207	0	3987981	47532154	85974044	109823666	270855	78521732	168203504	1520440	28303243	54640433	86078712	58423805	17758603	2053	1097	293	345	456	409	550	702	395	0	92	703	1117	1222	16	1542	1592	34	523	709	784	826	258	U01	경희대삼거리	서울특별시	서울특별시 동대문구	회기동	826843	125	37.59077636	127.0510474	2022-12-12	U01_0001_경희대삼거리	78599.58730158731	3.8029295022137153	1	109823666	109823666	1
20241	A	골목상권	3110205	경희대삼거리	CS200029	네일숍	114879557	1826	66014178	48865379	22999328	8218967	9539166	14802477	10454240	22401944	26463435	0	0	34581097	39267149	40273652	757659	2691747	112187810	0	38278985	46010736	19961406	7678585	2949845	1316	510	327	226	247	297	219	181	329	0	0	420	695	675	36	159	1667	0	808	496	146	253	123	U01	경희대삼거리	서울특별시	서울특별시 동대문구	회기동	826843	125	37.59077636	127.0510474	2022-12-12	U01_0001_경희대삼거리	62913.229463307776	0.9817096816910301	1	40273652	40273652	1
20241	A	골목상권	3110205	경희대삼거리	CS200037	노래방	3580898	92	2573251	1007647	449694	0	1582258	208192	333107	666213	341434	1340755	0	0	0	1199184	1040959	2706493	874405	0	0	1374065	83277	541299	1582257	50	42	9	0	25	8	8	25	17	42	0	0	0	25	25	67	25	0	0	43	8	16	25	U01	경희대삼거리	서울특별시	서울특별시 동대문구	회기동	826843	125	37.59077636	127.0510474	2022-12-12	U01_0001_경희대삼거리	38922.80434782609	0.10153019904408056	1	1340755	1340755	1
20241	A	골목상권	3110205	경희대삼거리	CS300001	슈퍼마켓	521118191	57188	364490036	156628155	71738453	72571425	78812684	73021412	68346062	73321319	83306836	2595458	53738293	77617260	87905613	201619900	97641667	267807848	226299884	5027383	116805895	108931923	108259268	67471254	87612009	40393	16795	8416	8490	8124	7712	7651	7991	8804	428	5042	6912	9671	22492	12643	31238	25758	768	16214	12764	10880	8650	7720	U01	경희대삼거리	서울특별시	서울특별시 동대문구	회기동	826843	125	37.59077636	127.0510474	2022-12-12	U01_0001_경희대삼거리	9112.369570539275	0.9853001387716737	2595458	201619900	77.68181954784089	1
20241	A	골목상권	3110205	경희대삼거리	CS300011	일반의류	163758510	1733	127604891	36153619	22306144	28824728	25180936	22544659	28748424	24298082	11855537	0	1208696	9192985	41049583	98001301	14305945	66401310	97357200	278823	70754600	22342800	16878608	47117246	6386433	1207	526	234	199	267	189	318	373	153	0	42	120	452	783	336	601	1132	14	912	203	194	324	86	U01	경희대삼거리	서울특별시	서울특별시 동대문구	회기동	826843	125	37.59077636	127.0510474	2022-12-12	U01_0001_경희대삼거리	94494.23542989037	1.6396532274087952	1	98001301	98001301	1
20241	A	골목상권	3110205	경희대삼거리	CS300028	화초	100680551	3264	65314151	35366400	10284643	4242728	17683392	5718570	27384818	21910255	13456145	0	14242729	31375223	37424099	17638500	0	56949152	43731399	280965	18485965	15455879	12782913	37365052	16309777	1919	1345	271	175	614	211	648	696	649	0	448	931	1344	541	0	1660	1604	23	659	630	629	1017	306	U01	경희대삼거리	서울특별시	서울특별시 동대문구	회기동	826843	125	37.59077636	127.0510474	2022-12-12	U01_0001_경희대삼거리	30845.757046568626	2.0939085332859584	1	37424099	37424099	1
20241	A	골목상권	3110210	서울시립대	CS100001	한식음식점	484784468	17251	387164736	97619732	69713207	81032474	69459846	99973324	66985885	64109142	33510590	20251875	3323440	217773727	35612188	147135697	60687541	287788035	155913489	3611673	100191787	68227455	116519404	128963259	26187950	15153	2098	2924	2812	2934	3851	2632	1308	790	779	227	8680	1539	4389	1637	9982	6704	233	4671	2003	3825	4809	1147	U03	서울시립대	서울특별시	서울특별시 동대문구	전농동	1202843	155	37.58572927	127.0541022	2022-12-12	U03_0001_서울시립대	28101.81832937221	0.46835432397787213	3323440	217773727	65.5266010519221	1
20241	A	골목상권	3110210	서울시립대	CS100004	양식음식점	30968320	2975	26478017	4490303	4173272	7397407	5243743	6079376	3584219	2660521	1829782	0	2886554	11692011	4167401	12222354	0	16962173	13556040	640913	9037361	8591168	3094972	6267246	2886553	2535	440	402	743	460	509	421	235	205	0	234	1105	430	1206	0	1673	1292	78	802	892	254	636	303	U03	서울시립대	서울특별시	서울특별시 동대문구	전농동	1202843	155	37.58572927	127.0541022	2022-12-12	U03_0001_서울시립대	10409.519327731092	1.2582296855095159	1	12222354	12222354	1
20241	A	골목상권	3110210	서울시립대	CS100006	패스트푸드점	29201157	4813	24469202	4731955	5397048	4262701	4473166	6098384	4237903	4731955	0	0	6257345	11492252	6830878	4620682	0	14087321	15113836	942968	9127853	5916461	4584136	6242705	2387034	4184	629	834	795	769	991	795	629	0	0	1144	1799	1081	789	0	2307	2506	186	1613	953	677	971	413	U03	서울시립대	서울특별시	서울특별시 동대문구	전농동	1202843	155	37.58572927	127.0541022	2022-12-12	U03_0001_서울시립대	6067.142530646167	0.5748234999244721	1	11492252	11492252	1
20241	A	골목상권	3110210	서울시립대	CS100007	치킨전문점	47114369	835	41823450	5290919	1118021	13195801	9566170	10959760	6983698	5290919	0	3015508	0	0	0	11589631	32509230	16612853	23132021	377923	4771274	8794577	10668445	4574440	10558217	726	109	16	174	174	173	189	109	0	63	0	0	0	315	457	378	346	16	47	79	173	142	268	U03	서울시립대	서울특별시	서울특별시 동대문구	전농동	1202843	155	37.58572927	127.0541022	2022-12-12	U03_0001_서울시립대	56424.394011976045	4.224089728524073	1	32509230	32509230	1
20241	A	골목상권	3110210	서울시립대	CS100008	분식전문점	494249856	46415	386716748	107533108	79235341	82439050	85155622	80240513	59646222	58068825	49464283	21240630	37090298	159086481	45917950	178979495	51935002	263076235	193724030	10311740	137195239	107157611	87631330	78780357	35723990	36448	9967	7065	7717	7880	7695	6091	4964	5003	2357	3497	15335	4654	14985	5587	25025	20036	860	13691	10021	8172	8343	3978	U03	서울시립대	서울특별시	서울특별시 동대문구	전농동	1202843	155	37.58572927	127.0541022	2022-12-12	U03_0001_서울시립대	10648.494150597868	3.298321858584172	21240630	178979495	8.426279964389003	1
20241	A	골목상권	3110210	서울시립대	CS100009	호프-간이주점	86512336	1528	55698399	30813937	14483576	8635414	8898967	11031020	12649422	16593356	14220581	24764151	0	0	0	21954286	39793899	46636185	39477939	1865586	44264926	21445552	8526378	8762348	1249334	969	559	264	72	192	194	247	291	268	366	0	0	0	436	726	871	651	45	716	404	177	153	27	U03	서울시립대	서울특별시	서울특별시 동대문구	전농동	1202843	155	37.58572927	127.0541022	2022-12-12	U03_0001_서울시립대	56618.02094240838	0.2999128332919597	1	39793899	39793899	1
20241	A	골목상권	3110210	서울시립대	CS100010	커피-음료	413345884	91496	311909424	101436460	59654859	59957510	65796976	69361942	57138137	52200739	49235721	102863	64190353	156895195	98049793	84339136	9768544	198944072	211573643	5033164	129953901	113281147	64572148	75257348	22420007	70903	20593	13597	13839	15296	15219	12952	10758	9835	11	18742	32523	21361	17211	1648	44418	46724	1200	31575	24638	12297	16301	5130	U03	서울시립대	서울특별시	서울특별시 동대문구	전농동	1202843	155	37.58572927	127.0541022	2022-12-12	U03_0001_서울시립대	4517.638847599895	3.1465976177592916	102863	156895195	1525.2830949904242	1
20241	A	골목상권	3110210	서울시립대	CS200028	미용실	55490506	1996	41910392	13580114	6266677	11761066	4988263	13470733	5423653	7600428	5979686	0	169592	14679187	27025736	12296943	1319048	18816482	36674024	471089	5225946	7750980	4290047	8719285	29033159	1519	477	239	383	232	439	226	238	239	0	12	672	847	452	13	772	1224	25	184	244	176	345	1022	U03	서울시립대	서울특별시	서울특별시 동대문구	전농동	1202843	155	37.58572927	127.0541022	2022-12-12	U03_0001_서울시립대	27800.854709418836	0.8523267918130641	1	27025736	27025736	1
20241	A	골목상권	3110210	서울시립대	CS200031	세탁소	18314272	444	16180275	2133997	0	1378920	2885896	5042134	6873325	1234701	899296	0	3453377	2493716	4678824	7688355	0	5128471	13185801	0	899296	1114795	8827876	4774417	2697888	355	89	0	60	87	119	89	59	30	0	59	89	179	117	0	179	265	0	30	59	87	178	90	U03	서울시립대	서울특별시	서울특별시 동대문구	전농동	1202843	155	37.58572927	127.0541022	2022-12-12	U03_0001_서울시립대	41248.36036036036	1.023393017706716	1	7688355	7688355	1
20241	A	골목상권	3110210	서울시립대	CS300001	슈퍼마켓	162280237	16816	110466429	51813808	26377555	19049498	21396893	18533680	25108803	30376333	21437475	290805	5085828	29265326	35641410	70119676	21877192	88087311	74192926	73797	28473527	26011299	26566809	45489471	35665334	11791	5025	2540	2221	2335	2215	2480	2751	2274	26	333	2855	3424	7847	2331	9092	7724	21	3841	2942	2586	4213	3213	U03	서울시립대	서울특별시	서울특별시 동대문구	전농동	1202843	155	37.58572927	127.0541022	2022-12-12	U03_0001_서울시립대	9650.347109895338	0.30683008729587813	290805	70119676	241.1226629528378	1
20241	A	골목상권	3110210	서울시립대	CS300002	편의점	1237436182	176033	909563928	327872254	167545882	188437198	198671202	186781528	168128118	156302088	171570166	86268184	173930114	225261967	213897219	366778937	171299761	650386206	580538162	20110688	421414299	305890841	170638787	215585961	97283793	136099	39934	25228	28525	29103	28589	24654	21514	18420	12640	35283	32562	26677	45250	23621	100732	74803	3495	62787	43844	23709	29141	12559	U03	서울시립대	서울특별시	서울특별시 동대문구	전농동	1202843	155	37.58572927	127.0541022	2022-12-12	U03_0001_서울시립대	7029.569353473496	1.8521268995151179	86268184	366778937	4.2516130512263945	1
20241	R	전통시장	3130086	서울약령시장	CS100001	한식음식점	1741987938	42178	1249987187	492000751	203809440	279075829	248612034	229616151	288873733	367574119	124426632	33211340	15535067	695860616	221010745	583910030	192460140	1135556048	465234544	433459	64747451	183691250	265080982	598235773	488601683	31812	10366	5670	6928	6319	6161	6734	7358	3008	571	788	21770	6966	10004	2079	26902	12548	15	1743	4395	5743	11366	16194	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	41300.86628099957	1.6829490978650692	15535067	695860616	44.79289442395066	1
20241	R	전통시장	3130086	서울약령시장	CS100009	호프-간이주점	56390629	1523	45803317	10587312	7881129	9970363	9010785	8956497	9984543	7762899	2824413	8123750	443626	2962424	5147349	18736999	20976481	36522665	18226416	0	4315106	13803227	9514036	12293153	14823559	1238	285	179	263	267	242	287	196	89	153	26	120	312	476	436	1050	468	0	115	283	200	283	636	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	37026.02035456336	0.19548973125064786	443626	20976481	47.28415602331694	1
20241	R	전통시장	3130086	서울약령시장	CS100010	커피-음료	9000000	1258	7039137	1960863	1167706	1775645	1121890	1305227	1668669	1409364	551499	0	2803710	2376694	3133762	685834	0	3610613	5227106	7707	1833844	1705201	904578	1441269	2945120	1080	178	210	217	212	213	228	127	51	0	614	324	252	68	0	634	613	2	378	367	129	121	250	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	7154.213036565978	0.06851254519770088	1	3133762	3133762	1
20241	R	전통시장	3130086	서울약령시장	CS200006	일반의원	1485315557	19136	1271859158	213456399	254237848	294419315	224041367	251299161	247861467	213456399	0	0	485725009	342239854	505190490	152160204	0	610202223	875113334	147015	148862386	415457461	339352002	315772232	265724461	16603	2533	3480	3541	3189	3059	3334	2533	0	0	6529	4417	6555	1635	0	7858	11278	22	1694	4586	3132	4097	5605	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	77618.91497700669	1.1196094753954893	1	505190490	505190490	1
20241	R	전통시장	3130086	서울약령시장	CS200007	치과의원	583518099	3075	544035367	39482732	168444108	93819409	63232281	144405482	74134087	39482732	0	0	48585998	114545950	193971791	226210037	204323	329928422	253589677	0	8338448	27478468	78021644	163015846	306663693	2831	244	640	565	500	703	423	244	0	0	599	791	1071	609	5	1613	1462	0	118	221	483	580	1673	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	189761.98341463416	1.6199392782305828	1	226210037	226210037	1
20241	R	전통시장	3130086	서울약령시장	CS200008	한의원	2105019878	47429	1487227843	617792035	321388157	345408333	272537950	255140793	292752610	506562547	111229488	0	237595073	932262332	784858033	150304440	0	925064234	1179955644	0	50266264	188322320	359727841	448860466	1057842987	42228	5201	8292	9130	8443	8334	8029	3838	1363	0	13411	15533	15833	2652	0	19692	27737	0	1044	2281	4710	5500	33894	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	44382.54818781758	1.8289829684686565	1	932262332	932262332	1
20241	R	전통시장	3130086	서울약령시장	CS200025	자동차수리	1054614	4	1054614	0	0	0	1054614	0	0	0	0	0	0	0	0	1054614	0	0	1054614	0	0	0	0	1054614	0	4	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	4	0	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	263653.5	0.44268778353669097	1	1054614	1054614	1
20241	R	전통시장	3130086	서울약령시장	CS200028	미용실	35870886	916	24926844	10944042	1618542	1755562	4919954	6026716	10606070	4660900	6283142	0	306056	9085520	10806050	14413031	1260229	12124376	23746510	0	3627903	1602292	8740247	13137133	8763311	674	242	51	63	159	161	240	116	126	0	18	284	229	367	18	418	498	0	81	72	224	314	225	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	39160.35589519651	0.5509720380612885	1	14413031	14413031	1
20241	R	전통시장	3130086	서울약령시장	CS300001	슈퍼마켓	1579966662	75421	1184445169	395521493	199725139	243731115	239943735	239084415	261960765	237523322	157998171	0	327442301	389795758	490551231	367254198	4923174	774788979	795560584	196575	20350779	127462429	193726654	344775694	883837433	55962	19459	10249	10965	11521	11326	11901	11438	8021	0	11806	18920	23994	20160	541	36012	39175	40	2081	5312	9960	14771	43023	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	20948.63051404781	2.9873095935029794	1	490551231	490551231	1
20241	R	전통시장	3130086	서울약령시장	CS300002	편의점	207352408	25592	146834811	60517597	25443326	28379087	26673548	32668759	33670091	30978164	29539433	25761613	26068500	34475528	28377100	56443255	36226412	143517889	63834519	920524	26328386	62809651	46818507	41510135	28965205	18396	7196	3438	3816	3680	3800	3662	3697	3499	2928	3904	4698	3697	6392	3973	17950	7642	150	3787	7358	6178	4722	3397	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	8102.235386058143	0.31035376055945463	25761613	56443255	2.1909829559197243	1
20241	R	전통시장	3130086	서울약령시장	CS300006	미곡판매	48954735	371	48954735	0	0	0	0	0	48954735	0	0	48954735	0	0	0	0	0	0	48954735	0	0	0	0	48954735	0	371	0	0	0	0	0	371	0	0	371	0	0	0	0	0	0	371	0	0	0	0	371	0	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	131953.46361185983	0.00860406839927785	1	48954735	48954735	1
20241	R	전통시장	3130086	서울약령시장	CS300007	육류판매	200006375	2240	131129945	68876430	14642580	59680877	24015447	16829478	15961563	58019705	10856725	0	28476348	36548899	59677767	69986988	5316373	36545789	150152544	444846	245754	91893308	15647371	20565560	57901494	1742	498	280	404	436	248	374	467	31	0	124	311	778	996	31	840	1338	31	31	871	435	343	467	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	89288.56026785714	0.09275341867828675	1	69986988	69986988	1
20241	R	전통시장	3130086	서울약령시장	CS300009	청과상	22287045274	282087	15150670101	7136375173	2150481417	3541350540	2082800541	3495744796	3880292807	5397305829	1739069344	0	2692347137	9236115488	9410251548	948331101	0	9904225662	12052523832	0	42136478	634302822	1939619317	3447842372	15892848507	189273	92814	33075	39022	38240	42315	36621	56052	36762	0	37694	117563	116898	9932	0	137973	140268	0	1536	2870	19990	38802	215043	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	79007.70072353564	0.3946077150240712	1	9410251548	9410251548	1
20241	R	전통시장	3130086	서울약령시장	CS300010	반찬가게	3095030620	10804	2951585081	143445539	693509464	953673964	394161979	141550203	768689471	121668533	21777006	0	716093099	1341421570	983891876	53624075	0	2573533491	431349940	0	112288	3249312	1006267701	861446805	1133807325	8012	2792	1458	1523	1815	1403	1813	2162	630	0	704	4118	4835	1147	0	5791	4649	0	14	21	2146	1961	6298	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	286470.8089596446	1.2964219750857695	1	1341421570	1341421570	1
20241	R	전통시장	3130086	서울약령시장	CS300018	의약품	12220113199	20758	11477419507	742693692	1372466316	3107183397	985745573	3251793702	2760230519	630178543	112515149	0	797958541	6976437352	3791119333	654070686	527287	2973088596	9193706756	0	60949165	2935310202	1119916368	803046399	7247573218	15143	5615	3274	3077	3721	2331	2740	3675	1940	0	2960	8249	7922	1601	26	9896	10668	0	545	1743	1998	3776	12502	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	588694.1516042008	4.363463830336467	1	6976437352	6976437352	1
20241	R	전통시장	3130086	서울약령시장	CS300019	의료기기	208699632	1678	190228673	18470959	10600687	35010564	108572974	17336980	18707468	18470959	0	0	8345402	135265587	62522939	2565704	0	122259263	83293951	0	10051648	108464009	1457067	35073071	50507418	1489	189	148	444	412	168	317	189	0	0	211	601	782	84	0	771	802	0	42	158	42	380	950	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	124374.0357568534	1.0650997842304089	1	135265587	135265587	1
20241	R	전통시장	3130086	서울약령시장	CS300022	화장품	10655738	30	9718970	936768	0	1756440	4449649	3512881	0	936768	0	0	4098361	1756440	4800937	0	0	3512881	7142857	0	0	0	0	0	10655738	24	6	0	6	12	6	0	6	0	0	6	6	18	0	0	6	24	0	0	0	0	0	30	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	355191.26666666666	0.4476258276595203	1	4800937	4800937	1
20241	R	전통시장	3130086	서울약령시장	CS300036	조명용품	43247508	2204	39283527	3963981	0	0	12605467	7958454	18719606	3963981	0	0	0	10592985	13325073	19329450	0	12014624	22176713	0	0	0	9392297	23884275	914765	1594	610	0	0	351	915	328	610	0	0	0	656	610	938	0	1548	351	0	0	0	633	961	305	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	19622.281306715064	0.011955817643664499	1	19329450	19329450	1
